名稱,城市,類型,分齡,lat,lon,介紹,圖片網址,Unnamed: 8,時間戳記,城市(台北市、新北市...).1,詳細地址 ,類型(博物館、公園...).1,景點介紹.1,城市.1,類型.1,介紹.1
台西漁港,雲林縣,18,全齡,23.71825,120.2,當漁港滿潮或退潮時，蚵農無法出海作業，無人的港口顯得特別寧靜；當潮水退到底時，有著泥沙淤積現象的港內頓時成了一片大濕地，是彈塗魚與各種螃蟹活躍的天堂。蚵農僅能利用潮水漲退之間的時段，將膠筏開至蚵田作業...,,,,,,,,,,
石壁生態休憩區,雲林縣,2,全齡,23.60701,120.7093,離草嶺形象商圈約20分鐘車程的石壁，是近年來登山健行的熱門路線，為溪頭草嶺縱走的中繼站，登上最高的石壁山，可欣賞到遠山縹緲的山嵐，運氣好點還能碰上如夢境般的雲海景觀。   可先從最遠的登山步道開始，走...,,,,,,,,,,
劍湖慈光寺,雲林縣,4,全齡,23.61235,120.5738,慈光寺地處雲林縣古坑鄉劍湖山，靈山凝秀，前擁天然劍湖，終年活水映照天光，背倚劍湖山林蔭雲影，西眺壯闊嘉南平原，東有中央山脈連帛系大尖山守護。   景點特色慈光寺二度重建道場，已於民國92年10月整體建...,,,,,,,,,,
荷苞山咖啡園區,雲林縣,18,全齡,23.64814,120.6053,古坑咖啡將台灣咖啡帶入了潮流，從日治時期日本人就在荷苞山大量種植咖啡樹，至今都還能找尋到老咖啡樹的蹤跡。...,,,,,,,,,,
華山步道群,雲林縣,12,全齡,23.59498,120.5972,華山咖啡園區內規劃了許多步道，蜿蜒在咖啡園區內各處，呈現不同的特色景致。其中文學步道離華山遊客服務中心最近也最易行走，成了最受歡迎的步道。   景點特色依地區特色可分為1號民宿步道、2號松腳步道、3號...,,,,,,,,,,
華山休閒農業區,雲林縣,12,全齡,23.59498,120.5972,鄰近荷苞山的華山休閒農業區，由於地勢較高視野開闊，從高處眺望平地，可無礙的欣賞到彰化雲林等地的平原，成了賞景最佳選擇之處。...,,,,,,,,,,
荷苞山地母廟,雲林縣,4,全齡,23.65458,120.5915,地母廟創建於清光緒34年，期間經過數次修整，一直到民國58年再度重建整修，才有今日的規模。正殿主奉地母至尊，兩側牆上雕繪有地母娘娘顯靈拯救眾生的神蹟典故，殿頂的藻井更是雕工細緻，獨具匠心。  寺廟前建...,,,,,,,,,,
義民廟,雲林縣,4,全齡,23.56764,120.3029,小巧精緻的義民廟，與朝天宮近在咫尺。清朝年間，接連發生林爽文及戴潮春為亂事件，北港的義民兵為了保護家園奮勇作戰。亂事平定後，當地居民將這些死傷烈士合祀於「旌義亭」中，經多次修建改稱「義民廟」，成為塚廟...,,,,,,,,,,
北港觀光大橋,嘉義縣,18,全齡,23.56205,120.3036,橫跨雲嘉，白晝黑夜兩樣景連接新港與北港，恰為雲林縣和嘉義縣交界，以金紅兩色和三拱圈橋環暗喻龍的形體，日光照映下橋面如點點圓環，充滿巧思。橋旁停車場亦不定期舉辦市集活動，吸引各地至朝天宮朝聖遊客前來。...,,,,,,,,,,
振興戲院,雲林縣,1,全齡,23.56519,120.3046,吃茶喝餅，懷舊老戲院原為建於清末的戲院，後來改建為西式樓房，並因為電視機普及結束營業。至今仍保留戲院內挑高空間，且時有藝文展演。坐在戲院內喝茶吃餅，是長輩們的最愛。...,,,,,,,,,,
斗南順安宮,雲林縣,4,全齡,23.67538,120.4733,菜脯媽，渡海來台百餘年斗南順安宮主祀媽祖，創建清代初期，同治年間由曾老大率五十三庄居民遷建於今址，鄰近廟口多家攤販販售菜脯、酸菜等醃製物，俗稱菜脯媽，農曆三月二十一日媽祖聖誕舉行祈安繞境。...,,,,,,,,,,
斗南車站,雲林縣,18,全齡,23.67297,120.4808,日治最後一驛斗南車站設於明治36年，稱為他里霧驛，二戰末期改建為磚造站房建築，是為日治台灣改建的最後一個火車站，早年虎尾糖廠所產的糖包均透過糖鐵轉運至斗南，再經縱貫線配送至港口外銷。...,,,,,,,,,,
斗六車站,雲林縣,18,全齡,23.71181,120.5414,雲林門戶斗六車站創始於明治37年，初為木造站房，昭和16年因中埔地震倒塌損毀，隔年3月復建竣工。民國47年興建第三代鋼筋水泥式站房，民國97年啟用跨站式新車站。...,,,,,,,,,,
斗六圓環,雲林縣,12,全齡,23.71291,120.5404,雲林縣「斗六門」圓環新地標於民國九十年啟用後成為民眾休閒的最佳去處，夏日晚上許多民眾會在此乘涼、跳舞，好悠閒。    雲林縣首要之都－斗六市，展現出未來科技美學，以新穎鋼骨造型的斗六棒球場、斗六新站，...,,,,,,,,,,
大埤酸菜文化館,雲林縣,12,全齡,23.63619,120.4155,專屬大埤的鹹香酸氣味！大埤的酸菜除了鹽不加其他調味料，從種植面積到產量都堪稱全台第一。酸菜文化館環繞大埤鄉的酸菜歷史、文化特色進行介紹，每年冬天還舉辦充滿特色的酸菜節。...,,,,,,,,,,
金湖萬善爺廟,雲林縣,4,全齡,23.57525,120.1515,漁港祭先人，萬善求平安。金湖萬善爺廟建於民國46年，香火分靈自台子村蚶仔寮開基萬善祠，為追思道光年間的海難，金湖與蚶仔寮兩地的居民均會於農曆六月初七、初八兩日舉行牽水狀超拔亡魂，祈求地方平安。...,,,,,,,,,,
三山國王廟,雲林縣,4,全齡,23.62746,120.421,三山國王，是廣東省揭陽縣巾山、明山、獨山三座山神的總稱，後被宋太宗封為三山國王。清康熙年間，三山國王隨著一位廣東人士渡海來台，從此被供奉在台灣，成為客家族人的廟宇之一。...,,,,,,,,,,
口湖下寮萬善同歸塚,雲林縣,18,全齡,23.63445,120.1654,口湖鄉下寮萬善廟後方有三百多座小型塚，埋葬161年前因海嘯罹難的先人骨灰，當地人稱之為「萬善同歸墳墓」，現已納入雲林縣之古蹟。附近居民說，每次要數墳墓的正確數量，卻怎麼也數不清楚，每個人數的結果都不同...,,,,,,,,,,
日落蚵田,雲林縣,18,全齡,23.56225,120.1417,「日落蚵田」為口湖鄉台子村海岸風光之重要景點，雲林縣所轄海岸線除現有麥寮台塑六輕廠外，未來尚要規劃離島工業區，如此，口湖台子至金湖段之海岸為雲林縣僅存的最後海岸線。 　　  本景點可除觀賞夕陽西下日餘...,,,,,,,,,,
馬蹄蛤主題館,雲林縣,18,全齡,23.58457,120.1503,「馬蹄蛤主題館」位於雲林縣西南沿海的一個小村落，從61西濱快速道路下接台十七線進入金湖村，就可感受到一股濃濃的漁村風情。由金湖村龍台宮旁順道而行，就可清楚看到藍色的屋頂、絢麗的外牆，主題館就座落在一片...,,,,,,,,,,
雲嶺之丘,南投縣,11,全齡,23.62813,120.7115,三縣市之交的零死角雲海位於雲嘉、南投交界的雲嶺之丘，不僅有藝術雕塑分指三縣，觀景台更能夠將360度零死角，將日出、無敵雲海和茶園山景盡收眼底。近午時雲霧繚繞，彷彿出世脫塵，尤其適合起早的人迎著日出展開...,,,,,,,,,,
椬梧滯洪池,雲林縣,2,全齡,23.54155,120.1735,口湖的小日月潭椬梧滯洪池身負著「小日月潭」、「海角秘境」的美譽，可見得其自然環境與生態美景有多麼地迷人鮮活。在這裡，可依環湖林棧道徐行或騎自行車欣賞池邊無數蘆葦和天然生態廊道。...,,,,,,,,,,
二崙故事屋,雲林縣,12,全齡,23.77047,120.4132,歷史最悠久的派出所二崙故事屋原是建立於1899年的二崙派出所，經2014年古蹟活化後從社區守護神轉為文化的凝聚者。在這優雅別緻的日式建築長期進行地方故事、閱讀提倡及藝文活動，成為社區發展中心。...,,,,,,,,,,
他里霧文化園區,雲林縣,12,全齡,23.674,120.4813,昔日平埔族蒼莽草原，蛻變微光草原聚落！名稱源自洪雅族他里霧社，也是斗南舊地名，他里霧文化園區由斗南車站廢棄倉庫改建而成。園內五大場館：生活美學館、68電影館、他里霧繪本館、他里霧漫畫館、雲林環境教育館...,,,,,,,,,,
龍過脈步道,雲林縣,11,全齡,23.75239,120.6208,生態一條龍據說從高點可見到如龍背脊般的山稜線而得此名。步道有三個登山口，為一親民且視野遼闊的愜意路線。生態豐富，除於清明時節可見紫斑蝶翩翩飛舞外，平日更可見八色鳥與台灣獼猴穿梭其中。...,,,,,,,,,,
湖山水庫環境教育園區,雲林縣,18,全齡,23.68789,120.6321,湖山淨水，生態好庫！建於2015年，為台灣最新水庫。靜謐的庫區步道，塑造生態綠廊意象，介紹著當地人文水利歷史和水庫興建過程。天氣好時，可以從前山公園和觀景台一覽斗六平原，甚至到遠處的海岸線。...,,,,,,,,,,
北港女兒橋,雲林縣,12,全齡,23.57168,120.3059,再生的空中藝廊原為運蔗用鐵橋，遭洪水沖斷後以充滿現代感的鐵灰色鋼構興建長113公尺的新橋，因舊址建新橋，稱為女兒橋。橋上有大小不一的玻璃圓孔，可以一覽舊鐵道與北港溪。...,,,,,,,,,,
五元兩角,雲林縣,11,全齡,23.62395,120.7143,幽深竹海，台灣京都仙境五元兩角位於海拔1600公尺處，須經過山路蜿蜒方可抵達。原修葺作為避雨之用的八座竹涼亭，總計共有52個亭角，故有此稱。在民宿附近的竹林漫步，不僅予人遠離塵囂之恬靜，亦偶有藍腹鷴穿...,,,,,,,,,,
雲林記憶Cool,雲林縣,1,全齡,23.70872,120.4328,存放記憶，就是活過的證據。前身為台南地方法院虎尾出張所，雲林記憶COOL既是虎尾人的歷史記憶庫，也是著名的遺跡景點，不僅提供全方位的導覽服務，也同時做為一間古色古香的餐廳，提供結合雲林地方特產的美味餐...,,,,,,,,,,
涌翠閣,雲林縣,1,全齡,23.71282,120.4338,位於雲林的虎尾鎮是一處保留許多日式建築的地方，涌翠閣則是虎尾內保留最完整的日式建築物，涌翠閣又可稱游水閣，於日治時代是用於接待貴賓的招待所，同時也是夢幻IG打卡景點。  涌翠閣為日治時期接待官方、軍方...,,,,,,,,,,
三小市集食育基地,雲林縣,18,全齡,23.70442,120.5361,南漂的種子，萌芽了市集。三小市集的創辦人是來自台北的孩子，原本是畢業專題的構想，經過不斷的努力與實踐，而成為雲林在地的食育基地，並與縣政府發展的三小小農市集，除了是青年創業之外，同時是提倡農業公平交易...,,,,,,,,,,
Mr. Lobby Coffee Project,雲林縣,18,全齡,23.70845,120.5398,「Mr. Lobby，始於2016年街頭，從一個人凝聚成一群人的咖啡計畫！」    學習咖啡是從2014年開始，當時在澳門從事表演工作的Lobby，遇見在港澳地區各家出色的咖啡館，有幸與各家咖啡館主人...,,,,,,,,,,
詔安客家文化館,雲林縣,1,全齡,23.76378,120.3551,詔安客的族群之旅雲林縣崙背鄉、二崙鄉與西螺鎮是臺灣詔安客家族群最為密集的區域，位於崙背鄉的詔安客家文化館為目前臺灣唯一以詔安客家為主題的客家館舍，也是全球唯一的詔安客家館舍。...,,,,,,,,,,
石榴火車站,雲林縣,18,全齡,23.73168,120.58,石榴班傳奇石榴車站於明治38年開業，當時稱為石榴班驛，在民國50年代，本站主要是供應全島道渣之需求，目前降為台鐵縱貫線的招呼站，僅有通勤電聯車停靠，木造站房和職員宿舍是戰後初期所建。...,,,,,,,,,,
萡子寮漁港,雲林縣,18,全齡,23.61861,120.1361,萡子寮漁港位於雲林縣四湖鄉與口湖鄉的交界，為雲林縣重要的漁港之一，漁港道路旁設有自行車道，遊客可騎著單車沿堤岸而行，欣賞著蔚藍的天空、純白的風車與湛藍的海面，享受著徐徐的海風輕拂在臉面上以及漁港所帶來...,,,,,,,,,,
西螺延平老街(西螺東市場),雲林縣,1,全齡,23.80071,120.4559,來市場不買菜東市場位於西螺市仔頭，建於民國40年代，所用木料為西螺大橋便橋使用之舊料再利用，走過存廢爭議，現在的東市場有別於傳統市場，華麗轉身為文創工藝與街頭藝人進駐的文創市集。...,,,,,,,,,,
北溪里剪紙藝術村,雲林縣,5,全齡,23.70961,120.4004,北溪里剪紙藝術村使用中國傳統文化中的剪紙藝術，顏色以喜氣洋洋的紅色為主，作品在白色的牆面、電線杆上等以大紅的花樣彩繪，散發出濃濃的過年氣氛，為全台最有年味的彩繪村。 北溪里剪紙藝術村保留許多閩南式古老...,,,,,,,,,,
晁陽綠能休閒農場,雲林縣,12,全齡,23.75144,120.297,鮮菇綠電聞蟋聲藏身麥寮鄉間的晁陽綠能休閒農場，提供遊客充滿教育意義的綠能和食農教育的深度導覽，也有著可以親手採收新鮮當季菇果的體驗，以及全國唯一的蟋蟀文化館，無論是農村體驗還是展望農業科技未來的角度，...,,,,,,,,,,
湳仔社區鐵道文化3D彩繪,雲林縣,5,全齡,23.7512,120.413,湳仔社區早期為台糖為載運甘蔗及旅客的轉運站，是以糖業和農業為主的社區，民國102年透過藝術家廖耀興與廖惠村兩兄弟繪製，將當地湳仔社區的農村景緻、鐵道文化彩繪成3D彩繪，使社區變得生氣勃勃、豐富多彩。...,,,,,,,,,,
土庫老街(第一市場、庄役場、故事館及順天宮),雲林縣,1,全齡,23.67623,120.3909,土庫老街有著許多濃濃的懷舊風情，裡頭可參觀的景點與美食數不勝數，非常適合當土庫一日遊的行程，其中順天宮、第一市場、庄役場、故事館又是許多遊客前來拜訪的聖地。...,,,,,,,,,,
樟湖地區,雲林縣,11,全齡,23.6095,120.6393,樟湖地區位於雲林縣古坑鄉東部山區海拔300至800公尺處，因該地區的凹地成圓型湖狀，且昔日遍布著樟樹盛產著樟腦，故而其名為樟湖。  山區內有著龍鳳瀑布、長青瀑布、天長瀑布、地久瀑布、三川幽流、長橋探幽...,,,,,,,,,,
農博生態園區,雲林縣,2,全齡,23.72762,120.4228,農博生態園區前身是雲林農業博覽會，於展期結束後，部分展區仍保留下來讓民眾繼續參觀，場地也經常舉辦大大小小的活動，延續農博精神、永續環境營造。  生態園區鄰近熱門拍照景點「美人樹大道」，全長約兩公里，盛...,,,,,,,,,,
育成水耕教育農場,雲林縣,9,全齡,23.6458,120.4608,育成水耕教育農場成立於民國84年，農場起初以小規模經營，經過多次的嘗試後慢慢擴建，確立了水耕種植的方向與品目，成為提供水耕栽培教育與體驗的農場，將老傳統與老祖先的智慧傳承並重新包裝，希望讓人們重新認識...,,,,,,,,,,
林北卡好數位生活館,雲林縣,18,全齡,23.77385,120.6257,林北這裡最好！客庄農耕文化力「林北卡好」！來自林北獨特問候語，為雲林縣最大的「北部客」聚落，集中新竹、苗栗一帶客家人。生活館保留早期因菸草產業而生的菸樓建築，展示並推廣客庄農耕文化，結合周遭學習花園和...,,,,,,,,,,
果色天鄉,雲林縣,18,全齡,23.77517,120.5975,位於嘉南平原百年古蹟唯一平地水力發電廠旁，引用濁水溪溪水灌溉，農場作物以香氣濃郁的黃金百香果與富含維生素C的檸檬為軸，季節蔬果作為點綴，「鬍子爺爺」因緣際會下開始種植有機蔬果，為自己，為消費者，為大自...,,,,,,,,,,
